forma_de_citar,licencia,registros,registros_mexico,doi
"González-Maya J F, Ferrer M (2022). Viviendo en los Andes: registros notables de la distribución altitudinal del oso andino, Tremarctos ornatus (Ursidae) en Boyacá, Colombia. Version 1.3. Museu de Ciències Naturals de Barcelona. Occurrence dataset https://doi.org/10.15470/32uicm accessed via GBIF.org on 2022-07-07.",CC BY 4.0,20,0,https://doi.org/10.15470/32uicm
Happywhale. 2021. Happywhale - Humpback Whale in North Atlantic Ocean. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/1764) on yyyy-mm-dd originated from Happywhale.com. https://doi.org/10.15468/xhfm33 accessed via GBIF.org on 2022-07-07.,CC BY 4.0,20,0,https://doi.org/10.15468/xhfm33
Pelayo Villamil P (2021). Fauna y Flora asociada al estudio de Impacto Ambiental del Proyecto Parque Eólico Guajira II. Version 1.2. ISAGEN S.A. E.S.P.. Occurrence dataset https://doi.org/10.15472/iyb6yo accessed via GBIF.org on 2022-07-07.,CC BY-NC 4.0,20,0,https://doi.org/10.15472/iyb6yo
Accession ID OGL-#####. The Ocean Genome Legacy Center. Northeastern University. Published on the web at ogl.northeastern.edu/catalog. https://doi.org/10.15468/jzgqtc accessed via GBIF.org on 2022-07-07.,CC BY 4.0,19,0,https://doi.org/10.15468/jzgqtc
"Barragan D, Caballero S (2020). Registros de peces y cetaceos en el marco del proyecto Ocurrencia, distribución, estado genético y de contaminantes de los cetáceos de La Guajira. Universidad de los Andes. Occurrence dataset https://doi.org/10.15472/vip9ch accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,19,0,https://doi.org/10.15472/vip9ch
"Boisseau O, OBIS-SEAMAP, ACCOBAMS and WDCS (2021). Visual sightings from Song of the Whale 1993-2013. OBIS-SEAMAP. Occurrence dataset https://doi.org/10.15468/5c69jn accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,19,0,https://doi.org/10.15468/5c69jn
"Urrutia N S (2018). Fauna Asociada a los Cativales del Municipio de Riosucio, como Aspecto Relevante dentro de la Estructura Ecológica Principal del Chocó Biogeográfico. Version 1.3. Instituto de Investigaciones Ambientales del Pacífico John Von Neumann - IIAP. Occurrence dataset https://doi.org/10.15472/wydg4q accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,19,0,https://doi.org/10.15472/wydg4q
"Ballance L, Moore J, OBIS-SEAMAP (2022). SWFSC Marine Mammal Survey, STAR 2006, Cruise 1630. Version 2.0. OBIS-SEAMAP. Occurrence dataset https://doi.org/10.15468/udrxs3 accessed via GBIF.org on 2024-07-31.",CC BY-NC 4.0,18,0,https://doi.org/10.15468/udrxs3
"García Morera Y, Barreto Sanchez L H, Servicios Ambientales y Geográficos S.A, HMV Ingenieros Ltda (2022). Biodiversidad asociada al proyecto Línea de Transmisión Doble Circuito Calizas- San Lorenzo Rioclaro a 110 kV, Antioquia. Version 1.1. Empresas Públicas de Medellín E.S.P.. Occurrence dataset https://doi.org/10.15472/xkr6t7 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,18,0,https://doi.org/10.15472/xkr6t7
"Inventaire National du Patrimoine Naturel (2021). Référentiel taxonomique national (TAXREF) - Inventaire des Collectivités d'outre-mer et de la métropole (ICOM_15) issu des données biogéographiques de TAXREF v15. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/5a75sk accessed via GBIF.org on 2024-08-06.",CC BY 4.0,18,0,https://doi.org/10.15468/5a75sk
"Inventaire National du Patrimoine Naturel (2022). Référentiel taxonomique national (TAXREF)-Inventaire des Collectivités d'outre-mer et de la métropole issu des données biogéographiques de TAXREF. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/ktycv2 accessed via GBIF.org on 2024-08-06.",CC BY 4.0,18,0,https://doi.org/10.15468/ktycv2
"Mellink E., M. Riojas y  M. Manteca-Rodríguez. 2016. Mamíferos no voladores. En: S. Vanderplank, B. T. Wilder y E. Ezcurra (eds). Arroyo la Junta: Una joya de biodiversidad en la Reserva de la Biosfera Sierra La Laguna. Botanical Research Institute of Texas, Next Generation Sonoran Desert Researchers, and UC MEXUS. Bases de datos SNIB-CONABIO, proyecto Z055. Ciudad de México",CC BY 4.0,18,18,
"Valderrama Arcila C H, Londoño Villegas A (2017). Tejidos colectados en la ventana de biodiversidad Filandia, Quindío, Colombia. Version 1.2. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/psyiye accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,18,0,https://doi.org/10.15472/psyiye
"Cárdenas Tamayo T A, Ramírez Hernández L M (2021). Biodiversidad asociada al plan de manejo ambiental del embalse de Tominé, Cundinamarca. Version 1.1. Grupo Energía Bogotá. Occurrence dataset https://doi.org/10.15472/rknqyl accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,17,0,https://doi.org/10.15472/rknqyl
"Dunn, C. 2006. Bahamas Marine Mammal Research Organisation Aerial Survey. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/330) on yyyy-mm-dd. https://doi.org/10.15468/7v8vb6 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,17,0,https://doi.org/10.15468/7v8vb6
"Galindo C, Caicedo Y, Aramendiz-Macías L (2022). Biodiversidad asociada al proyecto solar fotovoltaico Helios Cesar Ocaña-220MWAC. Version 2.1. Construcciones y Ambiente Conambiente S.A.S. Occurrence dataset https://doi.org/10.15472/hz3akt accessed via GBIF.org on 2022-07-07.",CC0 1.0,17,0,https://doi.org/10.15472/hz3akt
"Winifred F. F., P. A. Heady y  P. Cortés-Calva. 2016. Murciélagos. En: S. Vanderplank, B. T. Wilder y E. Ezcurra (eds). Arroyo la Junta: Una joya de biodiversidad en la Reserva de la Biosfera Sierra La Laguna. Botanical Research Institute of Texas, Next Generation Sonoran Desert Researchers, and UC MEXUS. Bases de datos SNIB-CONABIO, proyecto Z055. Ciudad de México",CC BY 4.0,17,17,
"Woolmer, G. 2013. Historical distribution of whales shown by logbook records 1785-1913. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/885) on yyyy-mm-dd. https://doi.org/10.15468/jyp4fg accessed via GBIF.org on 2023-02-08. accessed via GBIF.org on 2024-07-31.",CC BY 4.0,17,0,https://doi.org/10.15468/jyp4fg
"Barrera Zambrano V A (2018). Inventario de Murciélagos Floreña I, Yopal, Casanare. Version 2.1. Asociación de Becarios del Casanare. Occurrence dataset https://doi.org/10.15472/v3uaqm accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,16,0,https://doi.org/10.15472/v3uaqm
"Castillo Velandia D R, Santafé Millán C, Romero Rodríguez A, Universidad El Bosque M D C (2018). Reporte de avistamientos de oso palmero (Myrmecophaga tridactyla Linnaeus, 1758) en el área de influencia de Llanos 58, Puerto López, Meta, Colombia. Version 1.1. Universidad El Bosque. Occurrence dataset https://doi.org/10.15472/1hafuk accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,16,0,https://doi.org/10.15472/1hafuk
"Pulido-Santacruz P, Valencia Arboleda J I (2021). Genética de la Conservación del Oso Andino en el Parque Nacional Natural Cordillera de los Picachos y área de amortiguación. Version 1.1. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/mm9tu8 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,16,0,https://doi.org/10.15472/mm9tu8
Questagame (2021). Earth Guardians Weekly Feed. Occurrence dataset https://doi.org/10.15468/slqqt8 accessed via GBIF.org on 2022-07-07.,CC BY-NC 4.0,16,1,https://doi.org/10.15468/slqqt8
"Rodriguez Saavedra V, Dueñas Valderrama F, Alfonso Parra C, Castillo Velandia D, Santafé Millán C, Castillo Aguilar M A, Universidad El Bosque M D C (2021). Colección de Referencia de Mamíferos del Museo de Ciencias de la Universidad El Bosque. Version 1.2. Universidad El Bosque. Occurrence dataset https://doi.org/10.15472/iiwkdu accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,16,0,https://doi.org/10.15472/iiwkdu
"Vela Vargas I M (2017). Tejidos colectados en la ventana de biodiversidad Montes de María, Municipio de Colosó, Sucre, Colombia. Version 1.1. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/ikthxf accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,16,0,https://doi.org/10.15472/ikthxf
"Ampela, K. and C. Bacon. 2017. SOCAL KB04, FZN1, FZN2 Marine Mammal Aerial Monitoring 2011-2012. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/1423) on yyyy-mm-dd. https://doi.org/10.15468/afntwr accessed via GBIF.org on 2022-07-07.",CC BY 4.0,15,15,https://doi.org/10.15468/afntwr
"Barrera Zambrano V A (2018). Monitoreo de Murciélagos en la Etapa de Ejecución de las Obras de Ampliación del EPF Floreña, Yopal, Casanare. Version 2.5. Asociación de Becarios del Casanare. Occurrence dataset https://doi.org/10.15472/sh6wz7 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,15,0,https://doi.org/10.15472/sh6wz7
CONABIO. 2025. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México,CC BY-ND 4.0,15,15,
"Diaz Nieto J F, Quintana Vargas A (2021). Mamíferos de los bosques montanos del Oriente Antioqueño, Cañón del río Melcocho, en el municipio de El Carmen de Viboral, Antioquia - Proyecto Colombia BIO. Version 1.5. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/vzdgbq accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,15,0,https://doi.org/10.15472/vzdgbq
"León-Pérez R. 2013. Monitoreo comunitario de mastofauna en corredores biológicos de Marqués de Comillas. Bases de datos SNIB-CONABIO, proyecto Z057. México, D. F.",CC BY 4.0,15,15,
"Martínez S B, Ladino F, Bessudo S (2021). Avistamiento de fauna marina desde la embarcación en la Expedición de Montes Submarinos 2021. Fundación Malpelo y Otros Ecosistemas Marinos. Occurrence dataset https://doi.org/10.15472/r2x4jf accessed via GBIF.org on 2022-07-07.",CC0 1.0,15,0,https://doi.org/10.15472/r2x4jf
"Braun J, King P (2022). Tissues Specimens. Sam Noble Oklahoma Museum of Natural History. Occurrence dataset https://doi.org/10.15468/5fmfwq accessed via GBIF.org on 2022-07-07.",CC0 1.0,14,14,https://doi.org/10.15468/5fmfwq
"Deck J, Gaither MR, Ewing R, Davies N, Meyer C, Riginos C, Toonen R, Crandall E. The Genomic Observatories Metadatabase (GeOMe): A new repository for field and sampling event metadata associated with genetic samples. Plos Biology In review. https://doi.org/10.15468/jaed1i accessed via GBIF.org on 2024-07-31.",CC0 1.0,14,0,https://doi.org/10.15468/jaed1i
"Galeano-Muñoz S, Borja-Acosta K (2021). Tejidos colectados en el páramo El Consuelo, Boyacá - Proyecto Boyacá BIO. Version 1.2. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/htvchi accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,14,0,https://doi.org/10.15472/htvchi
"Instituto de Investigación de Recursos Biológicos Alexander von Humboldt, Agencia Nacional de Hidrocarburos (2022). Línea base general derivada de sonidos unidireccionales (espectro audible) para el valle medio del Magdalena - VMM. Version 1.1. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Sampling event dataset https://doi.org/10.15472/spmvhh accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,14,0,https://doi.org/10.15472/spmvhh
"Kienle S. 2021. Northern Elephant Seals Post-Molting 2017 Guadalupe Island, Mexico. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/1488) on yyyy-mm-dd originated from Satellite Tracking and Analysis Tool (STAT; http://www.seaturtle.org/tracking/index.shtml?project_id=1268). https://doi.org/10.15468/hqqz6v accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,14,14,https://doi.org/10.15468/hqqz6v
Knapp G (2012). ISU Mammals. Illinois State University. Occurrence dataset https://doi.org/10.15468/sqbpak accessed via GBIF.org on 2022-07-07.,CC0 1.0,14,14,https://doi.org/10.15468/sqbpak
"Valderrama Arcila C H, Pérez Medina S (2017). Tejidos colectados en la ventana de biodiversidad enclave Atuncela, municipio de Dagua, Valle del Cauca. Version 1.1. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/thmeht accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,14,0,https://doi.org/10.15472/thmeht
"Vega Garcia H M, Tatis Bautista A (2022). Fauna presente en los monitoreos de las fincas de Agropecuaria Aliar S.A.. Agropecuaria Aliar S.A.. Occurrence dataset https://doi.org/10.15472/ohlqdy accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,14,0,https://doi.org/10.15472/ohlqdy
"Whitehouse R, Gerhard D (2021). NYSM Mammals. Version 16.2. New York State Museum (NYSM). Occurrence dataset https://doi.org/10.15468/awwifu accessed via GBIF.org on 2022-07-07.",CC0 1.0,14,0,https://doi.org/10.15468/awwifu
"Bermudez Diaz M, Campo Carey S, Veloza T, Ramírez Hernández L M (2021). Biodiversidad asociada al gasoducto Loop Jobo-Majaguas. Version 1.1. Promigas S.A E.S.P. Occurrence dataset https://doi.org/10.15472/uzpdcl accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,13,0,https://doi.org/10.15472/uzpdcl
"Borja-Acosta K G (2021). Tejidos de la expedición en el páramo el Valle, Boyacá - Proyecto Boyacá BIO. Version 1.2. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/6lu4v8 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,13,0,https://doi.org/10.15472/6lu4v8
"Gerrodette, T. 2004. SWFSC Marine Mammal Survey, MOPS 1987, Cruise 1080. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/191) on yyyy-mm-dd. https://doi.org/10.15468/ettwct accessed via GBIF.org on 2024-07-31.",CC BY-NC 4.0,13,0,https://doi.org/10.15468/ettwct
"Kamminga P, Creuwels J (2022). Naturalis Biodiversity Center (NL) - Mammalia. Naturalis Biodiversity Center. Occurrence dataset https://doi.org/10.15468/d7gugd accessed via GBIF.org on 2022-07-07.",CC0 1.0,13,1,https://doi.org/10.15468/d7gugd
"Revelo Salazar J V, Martínez M M (2019). Caracterización biológica de la ventana de biodiversidad Río Guamués, corregimiento El Encano, Municipio de Pasto, Nariño, Colombia. Version 2.2. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/7tk1wz accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,13,0,https://doi.org/10.15472/7tk1wz
"Beltrán Vergara D F, Beltrán Rojas J P (2018). Caracterización faunística de la Reserva Forestal Protectora Regional Brisas del Rincón. Corpoguavio - Corporación Autónoma Regional del Guavio. Occurrence dataset https://doi.org/10.15472/akoynt accessed via GBIF.org on 2022-07-07.",CC0 1.0,12,0,https://doi.org/10.15472/akoynt
"Infraestructura Institucional de Datos e Información, Borja-Acosta K G (2021). Tejidos colectados en la expedición al municipio Santa Bárbara, Santander - Proyecto Santander BIO. Version 1.4. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/gjkdo4 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,12,0,https://doi.org/10.15472/gjkdo4
"Inventaire National du Patrimoine Naturel (2016). CardObs : Observations naturalistes issues de l'outil CardObs-Données Mammifères marins issues de la bibliographie. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/crcisd accessed via GBIF.org on 2024-08-06.",CC BY 4.0,12,0,https://doi.org/10.15468/crcisd
"Pauwels O, Samyn Y, Vandenberghe T (2021). RBINS DaRWIN. Royal Belgian Institute of Natural Sciences. Occurrence dataset https://doi.org/10.15468/qxy4mc accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,12,0,https://doi.org/10.15468/qxy4mc
"Plazas Yunda L L, Barragan A A, Robayo W, Parra A, Raigozo O, Perdomo J E, Sanchez W, García Y (2020). Monitoreo del oso andino en el Parque Nacional Natural Cordillera de los Picachos - julio y agosto de 2018. Parques Nacionales Naturales de Colombia. Occurrence dataset https://doi.org/10.15472/i5jkyb accessed via GBIF.org on 2022-07-07.",CC BY 4.0,12,0,https://doi.org/10.15472/i5jkyb
"Jacob S (2017). California State University, Long Beach Mammals. California State University, Long Beach. Occurrence dataset https://doi.org/10.15468/iw3g35 accessed via GBIF.org on 2022-07-07.",CC0 1.0,11,0,https://doi.org/10.15468/iw3g35
"Maughan, B. and K. Arnold. 2010. UK Royal Navy Marine Mammal Observations. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/64) on yyyy-mm-dd. https://doi.org/10.15468/6zsrhp accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,11,1,https://doi.org/10.15468/6zsrhp
"Nelson A, Johnson N (2018). Ohio State University Tetrapod Division - Mammal Collection (OSUM). Version 93.36. Museum of Biological Diversity, The Ohio State University. Occurrence dataset https://doi.org/10.15468/jyhwea accessed via GBIF.org on 2022-07-07.",CC BY 4.0,11,0,https://doi.org/10.15468/jyhwea
"Pauwels O, Vandenberghe T (2021). Royal Belgian Institute of Natural Sciences Mammal collection. Royal Belgian Institute of Natural Sciences. Occurrence dataset https://doi.org/10.15468/hsh877 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,11,0,https://doi.org/10.15468/hsh877
Vellinga W (2024). Xeno-canto - Chiroptera sounds from around the world. Xeno-canto Foundation for Nature Sounds. Occurrence dataset https://doi.org/10.15468/hfrnn3 accessed via GBIF.org on 2024-07-31.,CC BY-NC 4.0,11,11,https://doi.org/10.15468/hfrnn3
iNaturalistMX. Disponible en https://mexico.inaturalist.org. Acceso 16 de febrero de 2024,CC BY-ND 4.0,11,11,
"Barrera Zambrano V A (2018). Inventarios de Murciélagos Pauto M, La Primavera, Yopal, Casanare. Version 2.1. Asociación de Becarios del Casanare. Occurrence dataset https://doi.org/10.15472/ooqjzn accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,10,0,https://doi.org/10.15472/ooqjzn
"Peláez Sánchez E (2020). Ahuyentamiento, rescate y reubicación de fauna en el área de influencia directa del proyecto Hidroeléctrico Mulatos II. Version 1.2. Universidad Católica de Oriente. Occurrence dataset https://doi.org/10.15472/bklv5g accessed via GBIF.org on 2022-07-07.",CC0 1.0,10,0,https://doi.org/10.15472/bklv5g
"Arango Buitrago C M, Morales Torres M (2020). Caracterización de vertebrados terrestres en el Cerro Guadalupe, municipio de Manzanares. Fundación Cerro Bravo. Occurrence dataset https://doi.org/10.15472/zkelpw accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,9,0,https://doi.org/10.15472/zkelpw
"Caicedo Herrera D (2022). Mamíferos, aves y peces de la Isla Cayo Serrana durante la Expedición Seaflower 2016 - Proyecto Colombia BIO. Version 2.6. Fundación Omacha. Occurrence dataset https://doi.org/10.15472/8r4rkx accessed via GBIF.org on 2022-07-07.",CC BY 4.0,9,0,https://doi.org/10.15472/8r4rkx
"Herrera G A, López M F, Cortés León C, Paramero Mesa R, Guzmán J M, Díaz J D, Imbachi Samboní D, Javier Roncancio N, Vélez Vanegas L A (2021). Densidad poblacional de fauna, mediante el uso de cámaras trampa en el PNN Cueva de los Guácharos. Version 1.2. Parques Nacionales Naturales de Colombia. Sampling event dataset https://doi.org/10.15472/vgleuw accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,9,0,https://doi.org/10.15472/vgleuw
"Hyrenbach, D., F. Huettmann and J. Chardine. 2012. PIROP Northwest Atlantic 1965-1992. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/280) on yyyy-mm-dd. https://doi.org/10.15468/udngb7 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,9,9,https://doi.org/10.15468/udngb7
Kalthoff D C (2025). NRM-Mammals. Swedish Museum of Natural History. Occurrence dataset https://doi.org/10.15468/sb6fcq accessed via GBIF.org on 2025-09-01.,CC BY 4.0,9,9,https://doi.org/10.15468/sb6fcq
"Manterola y Piña C. 1999. Monitoreo de las poblaciones de borrego cimarrón (Ovis canadensis weemsi) en Baja California Sur, México. Unidos para la Conservación A. C. Bases de datos SNIB-CONABIO, proyecto Q031. México, D. F.",CC BY 4.0,9,9,
"Ortiz Gomez E P, CORPOGUAVIO C A R D G (2019). Caracterización faunística de los humedales San Ricardo, San Roque y La Argentina en el municipio de Guasca, Cundinamarca. Corpoguavio - Corporación Autónoma Regional del Guavio. Occurrence dataset https://doi.org/10.15472/5d8i5c accessed via GBIF.org on 2022-07-07.",CC BY 4.0,9,0,https://doi.org/10.15472/5d8i5c
"Antonio S., Barbosa-Nieto B., Barrera-Diaz I. C., Fernández-García V. J., Gámez-López J. E., Martínez-Castillo I. A. Téllez-Escalante A. P., Tonácatl-Ocotl J. J., Vega-Tapia L. E., Aguilar-Campos P. y Sustersick-Lozada L F.  2025. Programa de monitoreo y evaluación de la biodiversidad de TQPM en Villa Allende, Coatzacoalcos, Ver. INERCO. Bases de datos SNIB-CONABIO, proyecto Z074. México, Ciudad de México",CC BY 4.0,8,8,
"Moya Robledo J, Bonilla Urrutia N S, Cuesta Ríos E Y (2018). Caracterización Ecológica de la Fauna del Páramo de Tatamá. Version 1.4. Instituto de Investigaciones Ambientales del Pacífico John Von Neumann - IIAP. Occurrence dataset https://doi.org/10.15472/v6cmhw accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,8,0,https://doi.org/10.15472/v6cmhw
Urrutia N S (2018). Mamíferos de un Área Degradada por Actividad Minera en la Costa Caucana. Version 2.0. Instituto de Investigaciones Ambientales del Pacífico John Von Neumann - IIAP. Occurrence dataset https://doi.org/10.15472/mnyphb accessed via GBIF.org on 2022-07-07.,CC BY-NC 4.0,8,0,https://doi.org/10.15472/mnyphb
"Andrade J, Cárdenas Arévalo G, Cabrejo Bello J A, Pérez N E, Pérez D K, Mondragón S P, Galindo X A, Lopera Toro A, Cárdenas Bautista J S, Parada Alfonso J A, González Sanabria J S, Morales Puentes M E (2021). Grupos faunisticos de la expedición El Valle - Proyecto Boyacá BIO UPTC. Version 1.2. Universidad Pedagógica y Tecnológica de Colombia. Occurrence dataset https://doi.org/10.15472/2vdb3p accessed via GBIF.org on 2022-07-07.",CC BY 4.0,7,0,https://doi.org/10.15472/2vdb3p
"Andrade J, Pérez N E, Pérez D K, Lopera Toro A, Mondragón S P, Galindo X A, Cárdenas Bautista J S, Parada Alfonso J A, González Sanabria J S, Morales Puentes M E (2021). Grupos faunístios de la expedición El Consuelo - Proyecto Boyacá BIO. Version 1.3. Universidad Pedagógica y Tecnológica de Colombia. Occurrence dataset https://doi.org/10.15472/r3mnss accessed via GBIF.org on 2022-07-07.",CC BY 4.0,7,0,https://doi.org/10.15472/r3mnss
"Barrera Zambrano V A (2018). Inventario de Murciélagos  en la Finca la Reserva, El Perico, Yopal, Casanare. Version 2.1. Asociación de Becarios del Casanare. Occurrence dataset https://doi.org/10.15472/tk33ki accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,7,0,https://doi.org/10.15472/tk33ki
"Fernández-Manrique J, Murillo Pacheco R, Morales Rozo ULlanos A (2021). Fauna silvestre rescatada por Cormacarena y evaluada por la Universidad de los Llanos. Version 2.1. Universidad de los Llanos. Occurrence dataset https://doi.org/10.15472/ntwgfy accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,7,0,https://doi.org/10.15472/ntwgfy
Happywhale. 2021. Happywhale - Fin Whale in North Pacific Ocean. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/1751) on yyyy-mm-dd originated from Happywhale.com. https://doi.org/10.15468/fs2qdu accessed via GBIF.org on 2022-07-07.,CC0 1.0,7,7,https://doi.org/10.15468/fs2qdu
Robbins J. 2021. Gulf of Maine humpback whale satellite tagging project: 2018. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/1919) on yyyy-mm-dd originated from Satellite Tracking and Analysis Tool (STAT; http://www.seaturtle.org/tracking/index.shtml?project_id=1331). https://doi.org/10.15468/p3m9sz accessed via GBIF.org on 2022-07-07.,CC BY-NC 4.0,7,0,https://doi.org/10.15468/p3m9sz
"Carling M, Wommack E (2022). University of Wyoming Museum of Vertebrates (UWYMV) Mammal Collection (Arctos). Version 31.65. University of Wyoming Museum of Vertebrates. Occurrence dataset https://doi.org/10.15468/2xhucd accessed via GBIF.org on 2022-07-07.",CC0 1.0,6,5,https://doi.org/10.15468/2xhucd
"Ecopetrol. S.A., Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (2022). Sonidos de la Ecoreserva predio ASA (Acacias, Meta) - Proyecto FIBRAS. Version 1.3. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/fz1l6w accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,6,0,https://doi.org/10.15472/fz1l6w
"Forero Céspedes A M, Galeano C, García Herrera L V, Huertas K, Losada Prado S, Paez K, Poveda Cuéllar J L, Reinoso Flórez G, Rodriguez K, Sanchez N, Vaquiero C, Vega N, Poveda Cabezas L F (2022). Biota presente en el humedal Turbera de Alfombrales, departamento del Tolima. Cortolima - Corporación Autónoma Regional del Tolima. Occurrence dataset https://doi.org/10.15472/javqdy accessed via GBIF.org on 2022-07-07.",CC BY 4.0,6,0,https://doi.org/10.15472/javqdy
"Gutierrez L A, Castro Merchán A (2021). Caracterización biótica realizada para el estudio de impacto ambiental interacción de operaciones títulos mineros 4079, 1910T, 1913T y 02-004-98. Version 1.5. Biotica Consultores Ltda. Occurrence dataset https://doi.org/10.15472/1qiw6o accessed via GBIF.org on 2022-07-07.",CC BY 4.0,6,0,https://doi.org/10.15472/1qiw6o
Happywhale. 2021. Happywhale - Pantropical Spotted Dolphin in North Pacific Ocean. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/1696) on yyyy-mm-dd originated from Happywhale.com. https://doi.org/10.15468/pq54wr accessed via GBIF.org on 2022-07-07.,CC0 1.0,6,0,https://doi.org/10.15468/pq54wr
Happywhale. 2021. Happywhale - Short-finned Pilot Whale in North Pacific Ocean. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/1713) on yyyy-mm-dd originated from Happywhale.com. https://doi.org/10.15468/r387wn accessed via GBIF.org on 2022-07-07.,CC0 1.0,6,6,https://doi.org/10.15468/r387wn
Spencer C (2022). MVZ Hildebrand Collection (Arctos). Version 36.65. Museum of Vertebrate Zoology. Occurrence dataset https://doi.org/10.15468/nzdbrf accessed via GBIF.org on 2022-07-07.,CC0 1.0,6,1,https://doi.org/10.15468/nzdbrf
"Forero Céspedes A M, Galeano C, García Herrera L V, Huertas K, Losada Prado S, Paez K, Poveda Cuéllar J L, Reinoso Flórez G, Rodriguez K, Sanchez N, Vaquiero C, Vega N, Poveda Cabezas L F (2022). Biota presente en el humedal laguna La Linda, departamento del Tolima. Version 2.0. Cortolima - Corporación Autónoma Regional del Tolima. Occurrence dataset https://doi.org/10.15472/jmh6j9 accessed via GBIF.org on 2022-07-07.",CC BY 4.0,5,0,https://doi.org/10.15472/jmh6j9
